timestamp,shipment_id,batch_id,drug_name,temperature,humidity,location,status
2023-08-31 16:00,SH065,SAL-2024-006,Salbutamol,3.2,44.3,Bhopal,Normal
2023-08-31 23:00,SH065,SAL-2024-006,Salbutamol,2.6,48.2,Bhopal,Normal
2025-01-16 08:45,SH071,SAL-2024-006,Salbutamol,5.9,48.7,Delhi,Normal
2025-01-16 14:45,SH071,SAL-2024-006,Salbutamol,2.3,38.8,Delhi,Normal
2025-01-16 20:45,SH071,SAL-2024-006,Salbutamol,7.8,42.8,Delhi,Normal
2025-01-17 02:45,SH071,SAL-2024-006,Salbutamol,4.5,42.5,Delhi,Normal
2024-02-09 09:00,SH074,AML-2023-017,Amlodipine,3.7,48.2,Raipur,Normal
2024-02-09 15:48,SH074,AML-2023-017,Amlodipine,4.4,42.9,Raipur,Normal
2024-02-09 22:36,SH074,AML-2023-017,Amlodipine,4.3,37.8,Raipur,Normal
2024-02-10 05:24,SH074,AML-2023-017,Amlodipine,5.1,41.8,Raipur,Normal
2024-02-10 12:12,SH074,AML-2023-017,Amlodipine,5.3,35.7,Raipur,Normal
2024-02-18 09:45,SH075,SAL-2023-005,Salbutamol,2.5,46.2,Delhi,Normal
2024-02-18 17:45,SH075,SAL-2023-005,Salbutamol,3.0,42.2,Delhi,Normal
2023-05-26 16:15,SH080,SAL-2023-013,Salbutamol,3.9,42.4,Bhubaneswar,Normal
2023-05-26 22:45,SH080,SAL-2023-013,Salbutamol,6.8,51.9,Bhubaneswar,Normal
2024-11-29 13:15,SH085,CIP-2025-026,Ciprofloxacin,2.5,52.8,Raipur,Normal
2024-11-29 21:05,SH085,CIP-2025-026,Ciprofloxacin,5.2,44.6,Raipur,Normal
2024-11-30 04:55,SH085,CIP-2025-026,Ciprofloxacin,7.2,45.5,Raipur,Normal
2024-11-30 12:45,SH085,CIP-2025-026,Ciprofloxacin,2.9,46.0,Raipur,Normal
2024-11-30 20:35,SH085,CIP-2025-026,Ciprofloxacin,7.9,51.2,Raipur,Normal
2024-12-01 04:25,SH085,CIP-2025-026,Ciprofloxacin,7.8,40.8,Raipur,Normal
2025-10-06 14:45,SH093,INS-2023-001,Insulin,7.5,54.0,Chandigarh,Normal
2025-10-06 21:15,SH093,INS-2023-001,Insulin,3.3,44.3,Chandigarh,Normal
2025-10-07 03:45,SH093,INS-2023-001,Insulin,4.6,47.6,Chandigarh,Normal
2025-10-07 10:15,SH093,INS-2023-001,Insulin,6.7,36.9,Chandigarh,Normal
2025-10-07 16:45,SH093,INS-2023-001,Insulin,7.7,43.1,Chandigarh,Normal
2025-10-07 23:15,SH093,INS-2023-001,Insulin,3.4,46.9,Chandigarh,Normal
2023-09-22 08:15,SH094,PAR-2024-005,Paracetamol,6.0,36.8,Ahmedabad,Normal
2023-09-22 15:45,SH094,PAR-2024-005,Paracetamol,4.7,39.3,Ahmedabad,Normal
2023-09-09 08:15,SH098,PAR-2025-008,Paracetamol,2.5,54.7,Bhubaneswar,Normal
2023-09-09 15:15,SH098,PAR-2025-008,Paracetamol,6.7,48.3,Bhubaneswar,Normal
2023-09-09 22:15,SH098,PAR-2025-008,Paracetamol,4.0,43.7,Bhubaneswar,Normal
2023-09-10 05:15,SH098,PAR-2025-008,Paracetamol,3.2,40.8,Bhubaneswar,Normal
2023-09-10 12:15,SH098,PAR-2025-008,Paracetamol,6.1,35.9,Bhubaneswar,Normal
2023-09-10 19:15,SH098,PAR-2025-008,Paracetamol,5.0,45.1,Bhubaneswar,Normal
2024-01-04 09:45,SH100,OME-2023-009,Omeprazole,5.4,53.4,Pune,Normal
2024-01-04 16:21,SH100,OME-2023-009,Omeprazole,6.1,38.5,Pune,Normal
2024-01-04 22:57,SH100,OME-2023-009,Omeprazole,2.7,49.9,Pune,Normal
2024-01-05 05:33,SH100,OME-2023-009,Omeprazole,6.1,49.1,Pune,Normal
2024-01-05 12:09,SH100,OME-2023-009,Omeprazole,3.3,39.2,Pune,Normal
2025-04-06 14:30,SH107,INS-2023-008,Insulin,8.0,43.9,Kolkata,Normal
2025-04-06 22:20,SH107,INS-2023-008,Insulin,6.8,47.6,Kolkata,Normal
2025-04-07 06:10,SH107,INS-2023-008,Insulin,3.0,54.4,Kolkata,Normal
2025-04-07 14:00,SH107,INS-2023-008,Insulin,3.0,36.5,Kolkata,Normal
2025-04-07 21:50,SH107,INS-2023-008,Insulin,4.7,35.4,Kolkata,Normal
2025-04-08 05:40,SH107,INS-2023-008,Insulin,4.9,43.2,Kolkata,Normal
2024-09-02 12:45,SH108,OME-2023-009,Omeprazole,2.8,36.0,Chandigarh,Normal
2024-09-02 19:33,SH108,OME-2023-009,Omeprazole,4.5,41.8,Chandigarh,Normal
2024-09-03 02:21,SH108,OME-2023-009,Omeprazole,5.8,43.3,Chandigarh,Normal
2024-09-03 09:09,SH108,OME-2023-009,Omeprazole,2.3,52.6,Chandigarh,Normal
2024-09-03 15:57,SH108,OME-2023-009,Omeprazole,2.1,35.7,Chandigarh,Normal
2025-03-29 17:45,SH109,SAL-2024-014,Salbutamol,7.9,35.5,Mumbai,Normal
2025-03-30 00:30,SH109,SAL-2024-014,Salbutamol,7.1,52.1,Mumbai,Normal
2025-03-30 07:15,SH109,SAL-2024-014,Salbutamol,7.2,44.8,Mumbai,Normal
2025-03-30 14:00,SH109,SAL-2024-014,Salbutamol,5.0,42.5,Mumbai,Normal
2023-12-12 10:45,SH115,AML-2023-008,Amlodipine,3.9,54.2,Lucknow,Normal
2023-12-12 17:33,SH115,AML-2023-008,Amlodipine,5.8,43.2,Lucknow,Normal
2023-12-13 00:21,SH115,AML-2023-008,Amlodipine,7.8,45.0,Lucknow,Normal
2023-12-13 07:09,SH115,AML-2023-008,Amlodipine,5.2,37.1,Lucknow,Normal
2023-12-13 13:57,SH115,AML-2023-008,Amlodipine,2.6,48.2,Lucknow,Normal
2023-05-31 19:00,SH128,CIP-2023-009,Ciprofloxacin,5.0,35.5,Ahmedabad,Normal
2023-06-01 01:48,SH128,CIP-2023-009,Ciprofloxacin,6.4,44.4,Ahmedabad,Normal
2023-06-01 08:36,SH128,CIP-2023-009,Ciprofloxacin,6.6,51.9,Ahmedabad,Normal
2023-06-01 15:24,SH128,CIP-2023-009,Ciprofloxacin,3.8,47.1,Ahmedabad,Normal
2023-06-01 22:12,SH128,CIP-2023-009,Ciprofloxacin,4.5,46.9,Ahmedabad,Normal
2024-03-24 07:15,SH131,SAL-2023-018,Salbutamol,3.5,46.5,Chandigarh,Normal
2024-03-24 14:15,SH131,SAL-2023-018,Salbutamol,4.3,40.9,Chandigarh,Normal
2024-03-24 21:15,SH131,SAL-2023-018,Salbutamol,6.6,47.3,Chandigarh,Normal
2024-03-25 04:15,SH131,SAL-2023-018,Salbutamol,4.0,45.9,Chandigarh,Normal
2024-03-25 11:15,SH131,SAL-2023-018,Salbutamol,7.6,46.3,Chandigarh,Normal
2024-03-25 18:15,SH131,SAL-2023-018,Salbutamol,7.5,46.3,Chandigarh,Normal
2025-08-11 17:00,SH132,SAL-2023-007,Salbutamol,5.3,49.5,Chandigarh,Normal
2025-08-11 23:00,SH132,SAL-2023-007,Salbutamol,7.8,47.5,Chandigarh,Normal
2025-08-12 05:00,SH132,SAL-2023-007,Salbutamol,4.9,47.7,Chandigarh,Normal
2025-08-12 11:00,SH132,SAL-2023-007,Salbutamol,5.2,49.1,Chandigarh,Normal
2025-08-12 17:00,SH132,SAL-2023-007,Salbutamol,7.7,35.3,Chandigarh,Normal
2025-11-29 20:15,SH135,SAL-2025-001,Salbutamol,2.4,50.8,Patna,Normal
2025-11-30 02:15,SH135,SAL-2025-001,Salbutamol,2.2,48.0,Patna,Normal
2025-11-30 08:15,SH135,SAL-2025-001,Salbutamol,6.8,39.8,Patna,Normal
2025-11-30 14:15,SH135,SAL-2025-001,Salbutamol,4.3,39.5,Patna,Normal
2025-11-30 20:15,SH135,SAL-2025-001,Salbutamol,6.2,45.6,Patna,Normal
2025-12-01 02:15,SH135,SAL-2025-001,Salbutamol,5.6,41.5,Patna,Normal
2024-05-02 16:15,SH141,INS-2024-009,Insulin,6.7,54.0,Bhopal,Normal
2024-05-02 22:35,SH141,INS-2024-009,Insulin,3.5,45.3,Bhopal,Normal
2024-05-03 04:55,SH141,INS-2024-009,Insulin,4.3,41.9,Bhopal,Normal
2024-05-03 11:15,SH141,INS-2024-009,Insulin,6.8,38.5,Bhopal,Normal
2024-05-03 17:35,SH141,INS-2024-009,Insulin,5.4,50.5,Bhopal,Normal
2024-05-03 23:55,SH141,INS-2024-009,Insulin,7.6,35.4,Bhopal,Normal
2025-08-11 14:15,SH144,ATO-2023-022,Atorvastatin,14.0,65.0,Bhubaneswar,Breach
2025-08-11 21:03,SH144,ATO-2023-022,Atorvastatin,6.1,49.9,Bhubaneswar,Normal
2025-08-12 03:51,SH144,ATO-2023-022,Atorvastatin,9.4,70.7,Bhubaneswar,Breach
2025-08-12 10:39,SH144,ATO-2023-022,Atorvastatin,5.3,35.8,Bhubaneswar,Normal
2025-08-12 17:27,SH144,ATO-2023-022,Atorvastatin,7.1,44.2,Bhubaneswar,Normal
2023-07-18 06:45,SH146,SAL-2023-005,Salbutamol,6.9,39.3,Mysuru,Normal
2023-07-18 13:15,SH146,SAL-2023-005,Salbutamol,7.6,51.2,Mysuru,Normal
2023-07-18 19:45,SH146,SAL-2023-005,Salbutamol,3.4,35.0,Mysuru,Normal
2023-07-19 02:15,SH146,SAL-2023-005,Salbutamol,7.2,51.5,Mysuru,Normal
2024-09-27 08:00,SH147,OME-2023-001,Omeprazole,5.8,51.7,Delhi,Normal
2024-09-27 15:50,SH147,OME-2023-001,Omeprazole,7.9,41.6,Delhi,Normal
2024-09-27 23:40,SH147,OME-2023-001,Omeprazole,7.0,53.4,Delhi,Normal
2024-09-28 07:30,SH147,OME-2023-001,Omeprazole,3.9,48.7,Delhi,Normal
2024-09-28 15:20,SH147,OME-2023-001,Omeprazole,6.1,52.0,Delhi,Normal
2024-09-28 23:10,SH147,OME-2023-001,Omeprazole,5.4,40.5,Delhi,Normal
2025-06-07 07:30,SH150,INS-2023-001,Insulin,2.8,52.2,Patna,Normal
2025-06-07 14:10,SH150,INS-2023-001,Insulin,7.3,39.8,Patna,Normal
2025-06-07 20:50,SH150,INS-2023-001,Insulin,6.2,48.5,Patna,Normal
2024-08-10 07:15,SH152,SAL-2024-002,Salbutamol,6.6,41.1,Delhi,Normal
2024-08-10 15:45,SH152,SAL-2024-002,Salbutamol,2.6,40.6,Delhi,Normal
2023-01-15 12:30,SH153,INS-2024-010,Insulin,2.6,42.0,Ahmedabad,Normal
2023-01-15 18:00,SH153,INS-2024-010,Insulin,7.3,38.2,Ahmedabad,Normal
2024-06-15 18:30,SH158,CIP-2024-027,Ciprofloxacin,10.8,66.8,Mysuru,Breach
2024-06-16 01:50,SH158,CIP-2024-027,Ciprofloxacin,11.7,67.8,Mysuru,Breach
2024-06-16 09:10,SH158,CIP-2024-027,Ciprofloxacin,6.8,41.1,Mysuru,Normal
2024-06-16 16:30,SH158,CIP-2024-027,Ciprofloxacin,2.5,37.4,Mysuru,Normal
2024-06-16 23:50,SH158,CIP-2024-027,Ciprofloxacin,11.7,71.4,Mysuru,Breach
2024-06-17 07:10,SH158,CIP-2024-027,Ciprofloxacin,11.4,68.5,Mysuru,Breach
2024-05-14 06:00,SH161,SAL-2023-011,Salbutamol,2.0,52.6,Mysuru,Normal
2024-05-14 12:45,SH161,SAL-2023-011,Salbutamol,7.0,54.3,Mysuru,Normal
2024-05-14 19:30,SH161,SAL-2023-011,Salbutamol,4.1,47.8,Mysuru,Normal
2024-05-15 02:15,SH161,SAL-2023-011,Salbutamol,5.3,49.5,Mysuru,Normal
2024-09-01 15:45,SH165,SAL-2024-015,Salbutamol,3.8,45.3,Chandigarh,Normal
2024-09-01 23:05,SH165,SAL-2024-015,Salbutamol,3.7,43.9,Chandigarh,Normal
2024-09-02 06:25,SH165,SAL-2024-015,Salbutamol,4.8,53.2,Chandigarh,Normal
2024-12-12 16:30,SH167,AML-2023-008,Amlodipine,5.7,38.5,Nagpur,Normal
2024-12-12 21:30,SH167,AML-2023-008,Amlodipine,3.5,45.0,Nagpur,Normal
2024-09-01 10:00,SH170,PAR-2024-005,Paracetamol,4.8,43.2,Mysuru,Normal
2024-09-01 17:00,SH170,PAR-2024-005,Paracetamol,3.2,51.0,Mysuru,Normal
2024-09-02 00:00,SH170,PAR-2024-005,Paracetamol,6.4,36.8,Mysuru,Normal
2024-09-02 07:00,SH170,PAR-2024-005,Paracetamol,7.9,39.4,Mysuru,Normal
2024-09-02 14:00,SH170,PAR-2024-005,Paracetamol,4.3,43.3,Mysuru,Normal
2024-09-02 21:00,SH170,PAR-2024-005,Paracetamol,5.5,52.8,Mysuru,Normal
2023-06-01 20:30,SH176,MET-2023-019,Metformin,4.3,39.5,Ahmedabad,Normal
2023-06-02 03:30,SH176,MET-2023-019,Metformin,3.9,37.3,Ahmedabad,Normal
2024-04-05 12:15,SH179,OME-2023-009,Omeprazole,5.4,47.7,Pune,Normal
2024-04-05 18:15,SH179,OME-2023-009,Omeprazole,3.4,47.5,Pune,Normal
2024-04-06 00:15,SH179,OME-2023-009,Omeprazole,5.0,54.8,Pune,Normal
2024-04-06 06:15,SH179,OME-2023-009,Omeprazole,4.0,42.7,Pune,Normal
2024-01-14 15:30,SH180,IBU-2024-011,Ibuprofen,7.9,46.3,Ahmedabad,Normal
2024-01-14 22:18,SH180,IBU-2024-011,Ibuprofen,3.2,36.1,Ahmedabad,Normal
2024-01-15 05:06,SH180,IBU-2024-011,Ibuprofen,3.0,41.9,Ahmedabad,Normal
2024-01-15 11:54,SH180,IBU-2024-011,Ibuprofen,6.7,52.8,Ahmedabad,Normal
2024-01-15 18:42,SH180,IBU-2024-011,Ibuprofen,3.4,50.6,Ahmedabad,Normal
2025-10-04 09:30,SH181,SAL-2025-001,Salbutamol,2.5,49.6,Ahmedabad,Normal
2025-10-04 16:50,SH181,SAL-2025-001,Salbutamol,3.0,39.1,Ahmedabad,Normal
2025-10-05 00:10,SH181,SAL-2025-001,Salbutamol,2.6,38.1,Ahmedabad,Normal
2023-02-23 14:00,SH182,SAL-2023-013,Salbutamol,2.4,46.1,Raipur,Normal
2023-02-23 22:30,SH182,SAL-2023-013,Salbutamol,5.9,39.5,Raipur,Normal
2024-05-13 08:45,SH187,INS-2023-004,Insulin,2.2,49.7,Delhi,Normal
2024-05-13 15:30,SH187,INS-2023-004,Insulin,5.8,40.6,Delhi,Normal
2024-05-13 22:15,SH187,INS-2023-004,Insulin,4.7,39.7,Delhi,Normal
2024-05-14 05:00,SH187,INS-2023-004,Insulin,3.1,38.6,Delhi,Normal
2024-08-09 08:30,SH188,SAL-2023-005,Salbutamol,6.6,37.7,Ahmedabad,Normal
2024-08-09 15:15,SH188,SAL-2023-005,Salbutamol,6.3,51.2,Ahmedabad,Normal
2024-08-09 22:00,SH188,SAL-2023-005,Salbutamol,6.6,36.3,Ahmedabad,Normal
2024-08-10 04:45,SH188,SAL-2023-005,Salbutamol,3.8,42.3,Ahmedabad,Normal
2024-03-19 13:45,SH190,AML-2023-017,Amlodipine,6.9,46.1,Patna,Normal
2024-03-19 20:21,SH190,AML-2023-017,Amlodipine,4.3,47.4,Patna,Normal
2024-03-20 02:57,SH190,AML-2023-017,Amlodipine,3.9,35.2,Patna,Normal
2024-03-20 09:33,SH190,AML-2023-017,Amlodipine,6.1,43.6,Patna,Normal
2024-03-20 16:09,SH190,AML-2023-017,Amlodipine,5.8,42.4,Patna,Normal
2024-04-25 12:30,SH194,INS-2023-001,Insulin,2.1,52.5,Mumbai,Normal
2024-04-25 16:30,SH194,INS-2023-001,Insulin,2.2,45.9,Mumbai,Normal
2025-12-09 17:15,SH196,AML-2024-020,Amlodipine,3.9,39.2,Ahmedabad,Normal
2025-12-10 00:35,SH196,AML-2024-020,Amlodipine,6.7,46.0,Ahmedabad,Normal
2025-12-10 07:55,SH196,AML-2024-020,Amlodipine,6.5,44.8,Ahmedabad,Normal
2025-12-10 15:15,SH196,AML-2024-020,Amlodipine,2.2,50.4,Ahmedabad,Normal
2025-12-10 22:35,SH196,AML-2024-020,Amlodipine,3.3,44.4,Ahmedabad,Normal
2025-12-11 05:55,SH196,AML-2024-020,Amlodipine,2.0,40.2,Ahmedabad,Normal
2023-07-09 14:30,SH199,MET-2024-017,Metformin,5.7,51.9,Mysuru,Normal
2023-07-09 21:15,SH199,MET-2024-017,Metformin,3.7,44.8,Mysuru,Normal
2023-07-10 04:00,SH199,MET-2024-017,Metformin,3.1,53.2,Mysuru,Normal
2023-07-10 10:45,SH199,MET-2024-017,Metformin,7.9,43.0,Mysuru,Normal
2024-06-12 12:45,SH200,CET-2024-007,Cetirizine,7.5,38.9,Delhi,Normal
2024-06-12 16:45,SH200,CET-2024-007,Cetirizine,2.9,43.3,Delhi,Normal
2025-06-07 14:45,SH201,CIP-2025-024,Ciprofloxacin,5.5,54.3,Kolkata,Normal
2025-06-07 21:25,SH201,CIP-2025-024,Ciprofloxacin,3.8,50.2,Kolkata,Normal
2025-06-08 04:05,SH201,CIP-2025-024,Ciprofloxacin,4.5,47.8,Kolkata,Normal
2025-08-02 17:00,SH203,ATO-2023-005,Atorvastatin,6.1,53.4,Pune,Normal
2025-08-02 21:00,SH203,ATO-2023-005,Atorvastatin,4.1,48.2,Pune,Normal
2025-06-06 08:30,SH204,INS-2024-003,Insulin,3.9,39.0,Delhi,Normal
2025-06-06 14:30,SH204,INS-2024-003,Insulin,4.6,53.0,Delhi,Normal
2025-06-06 20:30,SH204,INS-2024-003,Insulin,2.1,51.7,Delhi,Normal
2025-06-07 02:30,SH204,INS-2024-003,Insulin,3.9,35.3,Delhi,Normal
2025-06-07 08:30,SH204,INS-2024-003,Insulin,7.4,40.4,Delhi,Normal
2024-05-12 16:15,SH206,AZI-2024-014,Azithromycin,9.7,67.7,Hyderabad,Breach
2024-05-12 18:15,SH206,AZI-2024-014,Azithromycin,12.5,71.7,Hyderabad,Breach
2025-09-25 09:15,SH212,AZI-2023-006,Azithromycin,6.6,49.5,Bhubaneswar,Normal
2025-09-25 15:27,SH212,AZI-2023-006,Azithromycin,4.1,53.4,Bhubaneswar,Normal
2025-09-25 21:39,SH212,AZI-2023-006,Azithromycin,6.7,46.2,Bhubaneswar,Normal
2025-09-26 03:51,SH212,AZI-2023-006,Azithromycin,4.9,41.6,Bhubaneswar,Normal
2025-09-26 10:03,SH212,AZI-2023-006,Azithromycin,2.8,52.7,Bhubaneswar,Normal
2023-04-18 08:30,SH216,INS-2024-010,Insulin,11.9,68.0,Hyderabad,Breach
2023-04-18 15:00,SH216,INS-2024-010,Insulin,7.8,48.8,Hyderabad,Normal
2024-08-24 09:45,SH224,SAL-2024-010,Salbutamol,6.6,41.7,Ahmedabad,Normal
2024-08-24 17:05,SH224,SAL-2024-010,Salbutamol,2.9,38.8,Ahmedabad,Normal
2024-08-25 00:25,SH224,SAL-2024-010,Salbutamol,5.4,47.8,Ahmedabad,Normal
2024-08-25 07:45,SH224,SAL-2024-010,Salbutamol,4.2,36.6,Ahmedabad,Normal
2024-08-25 15:05,SH224,SAL-2024-010,Salbutamol,2.6,45.8,Ahmedabad,Normal
2024-08-25 22:25,SH224,SAL-2024-010,Salbutamol,3.8,47.5,Ahmedabad,Normal
2025-03-25 14:45,SH226,SAL-2024-014,Salbutamol,4.1,51.3,Pune,Normal
2025-03-25 21:45,SH226,SAL-2024-014,Salbutamol,7.0,38.8,Pune,Normal
2025-01-27 11:15,SH231,INS-2024-007,Insulin,2.3,37.5,Raipur,Normal
2025-01-27 17:30,SH231,INS-2024-007,Insulin,5.2,44.8,Raipur,Normal
2025-01-27 23:45,SH231,INS-2024-007,Insulin,7.6,48.2,Raipur,Normal
2025-01-28 06:00,SH231,INS-2024-007,Insulin,3.5,53.3,Raipur,Normal
2023-10-01 09:15,SH233,CIP-2024-012,Ciprofloxacin,2.2,37.7,Ahmedabad,Normal
2023-10-01 15:51,SH233,CIP-2024-012,Ciprofloxacin,8.0,49.8,Ahmedabad,Normal
2023-10-01 22:27,SH233,CIP-2024-012,Ciprofloxacin,3.3,37.9,Ahmedabad,Normal
2023-10-02 05:03,SH233,CIP-2024-012,Ciprofloxacin,7.4,48.3,Ahmedabad,Normal
2023-10-02 11:39,SH233,CIP-2024-012,Ciprofloxacin,5.5,37.6,Ahmedabad,Normal
2023-02-21 14:15,SH237,IBU-2023-019,Ibuprofen,2.0,43.4,Pune,Normal
2023-02-21 21:55,SH237,IBU-2023-019,Ibuprofen,2.3,55.0,Pune,Normal
2023-02-22 05:35,SH237,IBU-2023-019,Ibuprofen,2.6,54.1,Pune,Normal
2023-02-22 13:15,SH237,IBU-2023-019,Ibuprofen,7.0,49.6,Pune,Normal
2023-02-22 20:55,SH237,IBU-2023-019,Ibuprofen,2.3,48.9,Pune,Normal
2023-02-23 04:35,SH237,IBU-2023-019,Ibuprofen,5.0,44.8,Pune,Normal
2024-10-10 14:15,SH238,PAR-2025-016,Paracetamol,2.8,52.5,Mysuru,Normal
2024-10-10 17:45,SH238,PAR-2025-016,Paracetamol,4.5,40.3,Mysuru,Normal
2024-08-04 06:15,SH242,SAL-2023-008,Salbutamol,5.9,46.4,Bangalore,Normal
2024-08-04 14:15,SH242,SAL-2023-008,Salbutamol,7.3,45.2,Bangalore,Normal
2024-08-04 22:15,SH242,SAL-2023-008,Salbutamol,5.1,54.8,Bangalore,Normal
2024-08-05 06:15,SH242,SAL-2023-008,Salbutamol,3.3,35.3,Bangalore,Normal
2024-08-05 14:15,SH242,SAL-2023-008,Salbutamol,4.0,41.3,Bangalore,Normal
2024-08-05 22:15,SH242,SAL-2023-008,Salbutamol,2.7,43.4,Bangalore,Normal
2025-05-25 18:30,SH243,SAL-2024-015,Salbutamol,4.9,52.6,Delhi,Normal
2025-05-26 01:00,SH243,SAL-2024-015,Salbutamol,6.2,49.6,Delhi,Normal
2025-05-26 07:30,SH243,SAL-2024-015,Salbutamol,6.6,41.0,Delhi,Normal
2025-05-26 14:00,SH243,SAL-2024-015,Salbutamol,6.4,39.1,Delhi,Normal
2025-05-26 20:30,SH243,SAL-2024-015,Salbutamol,5.3,46.9,Delhi,Normal
2025-05-27 03:00,SH243,SAL-2024-015,Salbutamol,6.7,38.4,Delhi,Normal
2024-02-07 19:15,SH245,SAL-2023-011,Salbutamol,6.8,54.6,Patna,Normal
2024-02-08 01:15,SH245,SAL-2023-011,Salbutamol,2.7,39.2,Patna,Normal
2024-02-08 07:15,SH245,SAL-2023-011,Salbutamol,2.6,49.5,Patna,Normal
2025-11-21 20:15,SH251,PAR-2023-007,Paracetamol,7.7,46.6,Patna,Normal
2025-11-22 04:15,SH251,PAR-2023-007,Paracetamol,2.9,48.7,Patna,Normal
2025-11-22 12:15,SH251,PAR-2023-007,Paracetamol,2.3,40.4,Patna,Normal
